filename,LanguageIC,Entropy,LongestWord,SignatureNasty,SignatureSuperNasty
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Redis.php,0.07712300387706157,5.825746186295073,99,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Sqlite.php,0.08944487176917106,5.702927387758405,71,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Wincache.php,0.08559263552145156,5.4736215930918934,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Xcache.php,0.08792005804223617,5.515421750435866,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/config/driver/Ini.php,0.1922433717803409,3.8144065432810312,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/config/driver/Json.php,0.1901541439137347,3.8554904165010564,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/config/driver/Xml.php,0.14785788554169996,4.187741163641443,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/Command.php,0.0920356520358569,5.468953381635654,81,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/Input.php,0.09641203302531187,5.558654146178383,82,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/Output.php,0.06808454598931513,5.366157539741717,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/Build.php,0.09094245250536145,4.8454324491212555,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/Clear.php,0.1004241543330038,4.788000937738522,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/Help.php,0.06907190089347842,4.945679515101239,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/Lists.php,0.06741535408656828,4.927796211168613,87,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/Make.php,0.07420541434693895,5.031421104735187,71,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/make/Controller.php,0.08184297337250285,4.726357577254698,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/console/command/make/Model.php,0.12359850174183427,4.36238055629792,71,0,0
